Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
31202;644,454;215,640694698434;184,471684245499;1,16896365737873;0,517871223251886;31573;199,317887493387;0,779192887823394;0,988249453647104;0,944079243407028;0,924305534129939;0,006911117707148;0,003111646591913;0,854340720423232;0,998693253193524;SEKER
31203;639,782;215,067736952165;184,874875944121;1,16331511166055;0,51094682922762;31558;199,321081459968;0,762984154929578;0,98875087141137;0,957948541785651;0,926782809382055;0,006892533953535;0,003136682459119;0,858926375766094;0,999202032732524;SEKER
31272;638,666;212,450318949182;187,535938994111;1,13285122888287;0,469883494214806;31593;199,541341688779;0,770322199231451;0,989839521412971;0,963425036380755;0,939237665896417;0,006793627492619;0,003261245517204;0,88216739303855;0,999364415284123;SEKER
31335;635,011;216,790092286783;184,163440299905;1,17716139497474;0,52758671006422;31599;199,742236730934;0,774277242401779;0,991645305231178;0,976510834463214;0,921362386186462;0,006918464729114;0,003075469385898;0,84890864667921;0,999302486731014;SEKER
31374;636,401;219,865394008333;182,008863698133;1,207992784203;0,560994520118261;31604;199,8664991351;0,769196822594881;0,992722440197443;0,973459862403212;0,909040279106065;0,00700788531932;0,002951883795669;0,826354229037234;0,998229945872614;SEKER
31530;638,857;213,785654347426;188,066482344252;1,13675574553522;0,475535641525624;31791;200,362778093886;0,768949370793093;0,991790129281872;0,970792738740304;0,937213391167368;0,006780388656753;0,003226920696926;0,878368940583439;0,998490939907905;SEKER
31573;674,103;217,307026058546;185,448250670846;1,17179334543439;0,521268390422128;32197;200,499356971346;0,756964756653081;0,980619312358294;0,873118506983121;0,922654736977205;0,006882685397604;0,003076766544672;0,851291763666475;0,997538023687478;SEKER
31637;656,711;229,719254636411;175,510445975356;1,30886371668537;0,645190802030003;32045;200,702465049103;0,761823348102485;0,987267904509284;0,921842181991718;0,87368586219194;0,007261094750969;0,002609775195655;0,763326985794073;0,999090995672673;SEKER
31675;657,431;236,752632109384;171,210559184609;1,38281559990762;0,690678219290455;32009;200,822963277326;0,74093567251462;0,989565434721485;0,920928960232452;0,848239622461906;0,00747443195294;0,002386888739221;0,719510457114316;0,994950284394336;SEKER
31682;646,721;210,045681626729;192,248415947661;1,09257431636738;0,402841973574384;32026;200,845152434156;0,773184303006638;0,989258727284082;0,951893863107529;0,956197484655159;0,006629811300635;0,003418781285783;0,914313629660853;0,998955588872088;SEKER
31703;656,305;215,708906739895;187,272449690278;1,15184538407356;0,496263280854626;32093;200,911705200914;0,777110501029513;0,987847817281027;0,924908560143662;0,931401990939466;0,006804053456767;0,003158610883734;0,867509668726;0,999237007561227;SEKER
31748;641,826;219,776518299812;184,115105311921;1,19369085946248;0,546072627557524;32020;201,054244089131;0,775589974104656;0,991505309181762;0,96848215601624;0,914812217631273;0,006922531129514;0,002990697616573;0,836881393527448;0,998977669907939;SEKER
31768;650,954;220,959494859984;183,292068076593;1,20550494726073;0,558465259169797;32173;201,117562279247;0,777674418604651;0,987411804929599;0,942104629800205;0,910201041175846;0,006955410943716;0,002944773314582;0,828465935357594;0,99871978371057;SEKER
31811;642,092;223,98468285222;180,91712284293;1,23805132058551;0,589564968712359;32052;201,253628930189;0,773877292852625;0,992480968426307;0,969600136066738;0,898515141157984;0,007041107882563;0,002830885872171;0,807329458890153;0,999515302726536;SEKER
31821;649,681;213,735645200693;189,969201915978;1,12510682281661;0,458286561004727;32168;201,285259154806;0,772354368932039;0,98921288236757;0,947378131655798;0,94174866792015;0,006716811074469;0,003258989445689;0,886890553529376;0,997846612867501;SEKER
31823;662,532;222,872688946637;181,894696257825;1,22528415358922;0,577858150317048;32274;201,291584603299;0,774847820793767;0,986025903203817;0,911039619618029;0,903168466063129;0,007003509692569;0,002874554587641;0,815713278090826;0,999480553517006;SEKER
31837;656,404;224,91255418413;180,439421864232;1,24647126365413;0,596968353593323;32238;201,335857178331;0,785245659037096;0,987561263105652;0,928537747530147;0,895173939528085;0,007064502125958;0,002798279202232;0,801336382010232;0,99884277269632;SEKER
31915;640,718;216,320361538156;188,065306942129;1,15024065339558;0,494138341379461;32184;201,582340670562;0,777655945419103;0,99164180959483;0,976946683198448;0,931869470063762;0,006778015401478;0,003152845202897;0,868380709236916;0,99884679438879;SEKER
31972;639,974;213,687480532895;190,644947293341;1,12086621526926;0,451705438552652;32246;201,762272797153;0,772270531400966;0,991502822055449;0,98096837706725;0,944193231601575;0,006683581900816;0,003276668971281;0,891500858602225;0,999253193290773;SEKER
31992;640,338;212,88736370737;191,487253659592;1,11175736054902;0,436968431674381;32258;201,825368859238;0,774212284013359;0,991753983507967;0,980466376243067;0,948038274064317;0,006654393714284;0,003315826051747;0,898776569090849;0,99922146617575;SEKER
31994;654,535;212,171396083836;192,422531787773;1,10263280558976;0,421302376628277;32391;201,831677380576;0,78974131121643;0,987743508999414;0,938453277390992;0,951267141122195;0,006631599552536;0,00334971639083;0,904909173778794;0,99778254108762;SEKER
32015;653,676;212,929989278447;191,810134583788;1,11010812718779;0,434206940282972;32375;201,897904953707;0,761880964279765;0,988880308880309;0,941538948867787;0,948189147230393;0,006650944534701;0,003316217520567;0,8990626589255;0,998056764524262;SEKER
32026;654,237;230,979067419152;176,931808304158;1,30546943273243;0,642831065083752;32349;201,932586918725;0,779448987538941;0,990015147299762;0,940247873362075;0,874246264715767;0,007212235915167;0,002598871632471;0,76430653136947;0,997778813940591;SEKER
32038;645,085;224,482321107924;181,940866806836;1,23382022438232;0,585751299809343;32308;201,970414997408;0,770514670514671;0,991642936733936;0,967478614801258;0,899716351829357;0,007006752016603;0,002832167692539;0,809489513749126;0,998764533489084;SEKER
32044;652,651;216,147146845467;188,970540325967;1,14381398535783;0,485443520101132;32395;201,989326380117;0,778069153069153;0,989164994597932;0,94535422940668;0,934499156375763;0,006745323519082;0,003173205522764;0,873288673267012;0,998879797737396;SEKER
32057;642,082;215,918285273981;189,303386911369;1,14059388369566;0,4809714696791;32301;202,030294969777;0,779804908900727;0,992446054301725;0,977128658233448;0,935679415541017;0,006735448896465;0,003184597937042;0,875495968667179;0,998585347061992;SEKER
32066;669,313;236,436655048021;173,230899314783;1,36486421292766;0,680580172001964;32481;202,058652973531;0,780878628482369;0,987223299775253;0,899489569384345;0,854599524479365;0,007373437754881;0,002426053469844;0,730340347240357;0,996815403205524;SEKER
32109;663,582;224,472352289152;182,364496199987;1,23089941828912;0,583080943792937;32567;202,194086317828;0,767625331707667;0,985936684373753;0,91632059983195;0,900752739728826;0,006990948092097;0,002838822294124;0,811355498128986;0,998697010672647;SEKER
32114;648,566;222,657507373999;183,829036100673;1,21122055632202;0,564236126931391;32393;202,209828494129;0,760670803922497;0,991387028061618;0,959391599713714;0,908165329249268;0,006933347056549;0,002909258918791;0,824764265250432;0,998971432191153;SEKER
32167;654,893;217,960517017149;188,204715944682;1,15810337654458;0,504381753098667;32521;202,376620278865;0,760593019956493;0,989114725869438;0,942496457059229;0,928501285684425;0,006775904405669;0,003106540864422;0,862114637517631;0,998417872677674;SEKER
32213;658,216;221,481114338168;185,295432369925;1,1952864218261;0,547784366560733;32585;202,521271610055;0,76290735126942;0,988583704158355;0,934338332357564;0,91439521701537;0,006875519645428;0,002964975252707;0,836118612900586;0,999401225036144;SEKER
32218;653,595;222,756071381096;184,404683949012;1,20797404171517;0,560975566460154;32566;202,536988355899;0,75443156539047;0,989314008475097;0,947743902155773;0,909232179846598;0,006914025432401;0,00291480783017;0,826703156868597;0,998635953701248;SEKER
32233;665,493;221,233683701027;185,592372872437;1,1920408165323;0,544289509536922;32710;202,584131277473;0,775204425204425;0,985417303576888;0,914584019736575;0,915702020996241;0,006863577194212;0,002976781623783;0,8385101912566;0,999538373056174;SEKER
32251;644,051;220,980962776812;186,027783501276;1,1878922525317;0,539747142543915;32514;202,640688306307;0,764060649135276;0,991911176723873;0,977040421644609;0,917005183432799;0,006851910414462;0,002988674382918;0,840898506442622;0,998896820968673;SEKER
32258;654,808;220,804030078904;186,277755809551;1,18534834779013;0,53691890750618;32612;202,662678443928;0,775805675805676;0,989145099963204;0,945408163831568;0,917839580969182;0,006844938622323;0,002996514959546;0,842429496393685;0,998572411679922;SEKER
32262;652,419;222,698656271345;184,512992892548;1,20695379105923;0,559941517597534;32563;202,675243165626;0,781313571636152;0,990756379940423;0,952462641652081;0,910087409412469;0,006902816200835;0,002921046678823;0,8282590927711;0,999670451999354;SEKER
32279;646,556;218,181603796504;188,553141772327;1,15713587026809;0,503143725687597;32623;202,728634545065;0,790183598531212;0,989455292278454;0,970325943687563;0,929173821337145;0,006759242969005;0,003107890310151;0,863363990258273;0,999029442225635;SEKER
32323;649,59;217,371457379769;189,591319048293;1,14652642573999;0,489149967062039;32615;202,866758746904;0,784843628593629;0,991047064234248;0,962593367623502;0,933272294312662;0,006724977798465;0,00314705338997;0,870997175331621;0,998621278262591;SEKER
32338;653,602;221,411341343968;186,136272979216;1,18951205909603;0,541530904990862;32672;202,913825053015;0,782490865535848;0,989777179236043;0,951253517768984;0,916456328846243;0,006846785247819;0,002979295412035;0,839892202682334;0,999061903431366;SEKER
32355;657,166;221,279621000057;186,360409938842;1,18737462035351;0,53917432775905;32720;202,967153672475;0,783793604651163;0,988844743276283;0,941458315972127;0,917242865633898;0,006839116705302;0,002986188010143;0,841334474556285;0,99897920231659;SEKER
32368;675,385;221,658064937458;186,17622928518;1,19058198669352;0,542701939342946;32806;203,007924929023;0,759099437148218;0,986648783759068;0,891708502338534;0,915860765031501;0,006848061818384;0,002972112558339;0,838800940924086;0,998661290685795;SEKER
32376;643,009;219,130013730037;188,300427392052;1,16372552502919;0,511456520670891;32608;203,033010863617;0,784302325581395;0,99288518155054;0,984008731460785;0,926541314024415;0,006768285573574;0,003076929839676;0,85847880659409;0,999033699930142;SEKER
32433;653,76;219,83669711196;188,00923682406;1,16928668413076;0,518261407847296;32775;203,211658510026;0,76932017647896;0,989565217391304;0,953586943724988;0,9243755077276;0,00677817954281;0,003052717038448;0,854470079286658;0,999120485698042;SEKER
32465;653,85;225,202449417725;183,692094560686;1,22597790588819;0,578509867521597;32767;203,311883124984;0,765034404750683;0,990783410138249;0,954265043453442;0,902796055951696;0,006936776510634;0,002842471230533;0,815040718641939;0,99922191345425;SEKER
32514;649,012;221,445489897254;187,134423177447;1,18334984091768;0,534673643692279;32843;203,465256389191;0,784983099951714;0,98998264470359;0,970006873650654;0,918805149220219;0,006810773509788;0,002994124690716;0,844202902233588;0,99898737006036;SEKER
32518;651,651;221,262785372889;187,256110603346;1,18160515381833;0,532696426660149;32811;203,477771551828;0,758915235250187;0,991070067965012;0,962284651111448;0,919620401636505;0,006804317158893;0,00300191714379;0,845701683106086;0,999285467350991;SEKER
32518;655,131;220,821199193386;187,665586505827;1,17667390865256;0,527019604549459;32842;203,477771551828;0,794032183234439;0,990134583764691;0,952088655357595;0,921459408313561;0,006790737412922;0,00301996239172;0,849087441169577;0,999099038188805;SEKER
32525;663,914;225,077855560317;184,214734173858;1,22182330620684;0,574579253881494;33000;203,499671234406;0,769057977868155;0,985606060606061;0,927264249095811;0,904130131895053;0,00692014928702;0,002852456295517;0,817451295400567;0,998781044409387;SEKER
32578;657,571;227,037573996575;182,842305722646;1,24171248606419;0,59281399771747;32901;203,66540670517;0,781922043010753;0,99018266921978;0,946779790962293;0,897055950343453;0,006969045797673;0,002783756258759;0,804709378046596;0,999217682373403;SEKER
32581;649,583;224,424177897585;184,92347131983;1,21360569480895;0,566603091116334;32851;203,674783925297;0,772061611374408;0,991781072113482;0,970297634580016;0,90754385660819;0,006888191826451;0,002882408175749;0,823635851667267;0,999569160032213;SEKER
32615;664,789;218,146746288941;191,00227698353;1,14211594612431;0,48309517204947;33016;203,78102892943;0,808562857922007;0,987854373637024;0,927383996993245;0,934146543077554;0,006688540435043;0,003141746670929;0,872629763943744;0,996644368462838;SEKER
32622;657,009;235,270869763518;177,158189532593;1,32802706092361;0,658024287867092;32902;203,802896025426;0,779311992355471;0,991489879034709;0,94968113253043;0,866247896436466;0,007212030830836;0,00250499065096;0,750385418080603;0,99653214133352;SEKER
32698;653,049;225,014190639487;185,143724263941;1,21534873263491;0,568317851857586;32994;204,040159365137;0,767684830840749;0,991028671879736;0,963472927514416;0,906787962062558;0,006881588801746;0,002870063235328;0,822264408141568;0,999338006325646;SEKER
32705;654,454;223,875867501602;186,149929796842;1,20266425964239;0,555543832848451;33021;204,061998692955;0,779469946136613;0,990430332212834;0,959545923206473;0,911496182997459;0,006845310120826;0,002914689579648;0,830825291618938;0,999203884237062;SEKER
32713;660,043;215,416320785902;193,486462096994;1,11334053272376;0,439591560128493;33020;204,086955063084;0,799516081728419;0,990702604482132;0,943595320689673;0,947407115294304;0,006585037165222;0,003272536969731;0,897580242110275;0,999312464913372;SEKER
32729;656,679;214,265720692008;194,793825044591;1,09996156522395;0,416528465712701;33066;204,13685865036;0,769153036285016;0,989808262263352;0,953753937226312;0,952727566458439;0,006546662613951;0,003327167369713;0,907689815889821;0,998423910624001;SEKER
32774;660,614;222,870051301159;187,479247653151;1,18877184590309;0,540717402508646;33120;204,277147128968;0,790153816481026;0,989553140096618;0,943721321119155;0,916575133968688;0,006800209046841;0,002960563020984;0,840109976209718;0,998699087180431;SEKER
32775;649,807;220,02509946298;189,809403781021;1,15918966647626;0,505764487610189;33062;204,280263556456;0,772630834512023;0,991319339422902;0,975402340828814;0,928440728148955;0,006713199068283;0,003076989557712;0,862002185685762;0,999224026126888;SEKER
32795;651,03;225,210252085729;185,600231202765;1,2134157949388;0,566415511021873;33091;204,342582125189;0,775992617481425;0,991054969629205;0,972334053139782;0,907341385361995;0,006867213053384;0,00287106592697;0,823268389590625;0,998966867403093;SEKER
32796;654,824;223,145368688528;187,419262114213;1,19062131699432;0,542744878080534;33111;204,345697554743;0,800820452714087;0,990486545256863;0,961128742472966;0,915751461729746;0,006804042221263;0,002951598254643;0,838600739660167;0,998455917086599;SEKER
32799;653,729;219,905549413948;190,112339602128;1,15671370871649;0,502601593364647;33087;204,355043558432;0,746177996177996;0,991295675038535;0,964439445502009;0,929285523275979;0,006704641891946;0,003084267485122;0,86357158377031;0,998905089405132;SEKER
32829;658,101;221,599499993417;189,002627541416;1,17246782690817;0,52207126255298;33154;204,448480097336;0,789785166117353;0,990197261265609;0,952538233225274;0,922603526196624;0,006750114228073;0,003016833385714;0,851197266550444;0,998001409382573;SEKER
32836;669,19;218,406003761023;191,758772774643;1,13896225242167;0,478674896169862;33225;204,470275812705;0,802914710485133;0,98829194883371;0,921427619698948;0,93619347587365;0,006651419288617;0,003151784601985;0,876458224268386;0,998252833266218;SEKER
32849;664,105;230,72230757754;181,743685501681;1,26949284064896;0,616038377882255;33245;204,510747407087;0,746568181818182;0,98808843435103;0,935962647337584;0,886393472544288;0,007023723936118;0,002674566454109;0,785693388169121;0,997432131225923;SEKER
32870;655,512;220,358162919771;190,020659766901;1,15965370918134;0,50635283368871;33198;204,576107684756;0,781242572610163;0,990119886740165;0,961276389025118;0,928379983632551;0,006703929507751;0,003071936787535;0,861889394009576;0,999493232667258;SEKER
32885;659,728;227,067403663747;184,559693246439;1,23031957666156;0,582547094512749;33225;204,622780815372;0,785669915902141;0,989766741911211;0,949462631936475;0,901154359955551;0,006904892919682;0,002808881797127;0,812079180466898;0,999116913527703;SEKER
32920;671,612;219,093133833251;191,462212480656;1,14431527242164;0,486132629246483;33376;204,731643408345;0,777974713458584;0,986337488015341;0,917134004436038;0,934450294385598;0,006655319982784;0,003130210358843;0,873197352677332;0,999213066506813;SEKER
32925;656,646;225,128170216913;186,461528278006;1,20737061578331;0,560364526908099;33252;204,747190482324;0,768683024770621;0,990166005052328;0,959562001189692;0,909469438165153;0,006837605777279;0,002885600861948;0,827134658956439;0,998658082519951;SEKER
32934;668,197;221,408730830372;189,601811051501;1,1677564133089;0,516407504501626;33401;204,775172240943;0,776708645818593;0,986018382683153;0,926926508208133;0,924873971649417;0,006722801081872;0,003034312133975;0,855391863434566;0,998889334417966;SEKER
32947;668,231;209,693292722529;200,249599312651;1,04715961201567;0,296720861081351;33336;204,815583587747;0,765319396051103;0,988330933525318;0,927198032842191;0,976738840468128;0,006364564079356;0,003573240584711;0,954018762479024;0,999009917173207;SEKER
32951;688,26;226,649046227471;185,521575459696;1,22168564850674;0,57444786808749;33524;204,828016244283;0,770801656179092;0,982907767569503;0,874124721476479;0,903723265787372;0,006878366247685;0,002830133432169;0,816715741125393;0,99776989984244;SEKER
32988;676,797;224,751709935168;187,177294457018;1,20074237950254;0,553546740934802;33461;204,942982562769;0,766699205131781;0,985864140342488;0,905000876844604;0,911863952545177;0,006813135380598;0,002905674567503;0,831495867951313;0,998412327030391;SEKER
33006;669,769;223,527749139746;188,24294120801;1,18744292723702;0,539249994326433;33458;204,998888810473;0,757018348623853;0,986490525434874;0,924597413774908;0,917107113543703;0,006772336821782;0,002955279495678;0,841085457712463;0,998740977962579;SEKER
33010;665,85;224,971259206432;186,890091494319;1,20376236860728;0,556677424230566;33374;205,011310350692;0,791587731709072;0,989093306166477;0,935626642704888;0,911277783099284;0,006815245659086;0,002899108083503;0,830427197970345;0,999637010784689;SEKER
33013;652,684;223,781853880398;188,029142329705;1,19014452285274;0,54222382295702;33289;205,020626011974;0,789784688995215;0,991708972934002;0,973842946411521;0,916162872265549;0,006778597942641;0,002945848376258;0,83935440851786;0,998953052029836;SEKER
33019;655,703;224,450211414497;187,502627162863;1,19705102168804;0,549663318002298;33340;205,039256064809;0,764328703703704;0,990371925614877;0,965071385531109;0,913517767582578;0,006797607783836;0,002920141254304;0,834514711689057;0,998956688241087;SEKER
33051;663,071;218,951371381023;192,47394174679;1,13756371067137;0,476689675487118;33423;205,138587771881;0,777926846490609;0,988869939861772;0,944657550199048;0,936913920556798;0,006624651943391;0,003148774756486;0,87780769453311;0,998562178248962;SEKER
33058;655,511;224,44587881024;187,878161189724;1,1946352752707;0,547087283438198;33320;205,16031017196;0,799274661508704;0,992136854741897;0,966777360039696;0,91407474826221;0,006789457281452;0,002923759654856;0,835532645410622;0,998156771847777;SEKER
33062;667,966;222,039143557775;189,781341162754;1,16997351898444;0,519088990364949;33439;205,172721939428;0,778662270372115;0,988725739406083;0,931172778173704;0,924038521550332;0,006715841254545;0,003020233295625;0,853847189308923;0,998978600750738;SEKER
33078;659,456;235,560077511721;178,931232760117;1,31648384621328;0,650391530940831;33333;205,222361502712;0,787721470756335;0,992349923499235;0,955822960677117;0,87121028176984;0,007121351880758;0,002530662194407;0,759007355061484;0,999220922095507;SEKER
33078;652,214;221,386902518904;190,354812125572;1,16302235833608;0,510582618449458;33327;205,222361502712;0,77241733607323;0,992528580430282;0,977167182774258;0,926985106922432;0,006692874494193;0,00304848084787;0,859301388455993;0,999386727323554;SEKER
33089;663,915;217,335822126728;194,207048851102;1,11909337695234;0,448903019458828;33466;205,256481738682;0,774410222804718;0,988734835355286;0,943340639820542;0,944420849403268;0,006568219714308;0,003223218146173;0,891930740787591;0,998153784715584;SEKER
33090;653,809;228,406675036144;184,688554788127;1,23671266634887;0,588365282366854;33352;205,259583297069;0,769355963729365;0,992144399136484;0,972758069244267;0,898658426968423;0,006902589151893;0,002776964909779;0,80758696836136;0,998753032950781;SEKER
33143;648,385;222,526309539847;189,737379264391;1,17281218072358;0,522480156774231;33377;205,423898880236;0,769979555803364;0,992989184168739;0,990685399616032;0,923144320799745;0,006714126951086;0,003007791449375;0,852195437024823;0,999465188899767;SEKER
33159;653,801;222,44402868829;189,980420019631;1,17087870773896;0,520175444011767;33415;205,473477762638;0,788111422731378;0,992338770013467;0,974810341281187;0,923708669431479;0,006708405823104;0,003012584024719;0,853237705982873;0,99903786257538;SEKER
33168;680,621;234,31554800769;180,582753928228;1,29755219095184;0,63722005194865;33542;205,501360627554;0,761240274494503;0,988849800250432;0,899742964189992;0,877028273944543;0,007064506391935;0,002578196195846;0,769178593298145;0,998049368967265;SEKER
33171;654,338;222,253649008938;190,361453229385;1,16753494595948;0,516138042666578;33429;205,510654075184;0,790237278444826;0,992282150228843;0,973563187362105;0,924667176406717;0,006700239637302;0,003021425318906;0,85500938712397;0,998253338590635;SEKER
33194;664,658;232,308544254803;182,085601664036;1,27582050492621;0,621001572333122;33520;205,581889883178;0,7736988089411;0,99027446300716;0,944219534016819;0,884951909722653;0,006998510099862;0,00264767112802;0,783139882521771;0,999145920346777;SEKER
33236;660,788;210,858002487167;200,927367309907;1,04942400485417;0,303273094043191;33611;205,711909010679;0,768284789644013;0,988842938323763;0,956520581600019;0,975594507129028;0,006344265329377;0,00354518159722;0,95178464234033;0,998825651123482;SEKER
33248;660,068;230,96983467744;183,429248655006;1,25917669276315;0,607696024139774;33511;205,749042241646;0,787661983843074;0,992151830742144;0,958954568388314;0,890804821023422;0,006946879050693;0,002698359037432;0,793533229158571;0,999198547089552;SEKER
33251;658,962;217,452162976616;194,983482547544;1,11523376306295;0,442693502941374;33565;205,758324502288;0,757943925233645;0,99064501713094;0,962263101295507;0,94622339776135;0,006539717992741;0,003233802669424;0,895338718471033;0,998511968216407;SEKER
33276;704,493;234,788138398934;180,705496041287;1,29928609556673;0,638461899955088;33857;205,835660395878;0,759656652360515;0,982839590040464;0,842534348413973;0,876686794313851;0,007055780093729;0,002571003444486;0,768579735324297;0,998604963441218;SEKER
33316;670,587;229,218082946794;185,279361525868;1,23714849327561;0,588756561495935;33699;205,95933742464;0,782616866337797;0,988634677586872;0,931005952172734;0,898530058260921;0,006880120150882;0,002766344260699;0,807356265598374;0,998819587521652;SEKER
33319;668,601;225,017237808188;188,836510273636;1,19159815801576;0,54380889242355;33732;205,968610208038;0,796038799694189;0,987756433060595;0,936629385098983;0,915345918447426;0,006753421105321;0,002924452628323;0,837858150418362;0,998390228717008;SEKER
33325;674,433;223,825484177477;189,735706376687;1,17966980729031;0,530484184982245;33701;205,987154522556;0,798969072164948;0,988843061036765;0,920666620585032;0,920302508356125;0,006716443636233;0,002971950421599;0,846956706886575;0,99912925519612;SEKER
33330;653,776;224,360166693822;189,431387512528;1,18438749586303;0,53584201133043;33580;206,002606842785;0,790184921763869;0,992555092316855;0,979912348116995;0,918178168069874;0,00673147814863;0,002951195986783;0,843051148320149;0,99849923844335;SEKER
33333;679,262;220,531291441488;192,716705596529;1,14432887776316;0,48615130600508;33834;206,011877678587;0,77224075618571;0,985192410001773;0,907840654729255;0,934161661739719;0,006616004903294;0,003107876410897;0,872658010264314;0,998607761556791;SEKER
33338;659,103;232,26379452556;182,918509157086;1,26976649654463;0,616255392693031;33639;206,027328144547;0,776747437092265;0,991052052676952;0,964368085376664;0,887040223231496;0,006966938464382;0,002660694375688;0,786840357630582;0,99910352424851;SEKER
33344;661,508;225,318056087632;188,668525973394;1,19425354560414;0,54667767952588;33692;206,045867174397;0,76335248735148;0,98967113854921;0,957540958506441;0,914466735387866;0,006757379321246;0,002914940605575;0,836249410130941;0,998693823058246;SEKER
33382;659,434;222,870104411361;190,920248987046;1,16734660463638;0,51590865413751;33730;206,163242316251;0,781688326893806;0,989682774977764;0,964671717961635;0,925037670982224;0,006676355653087;0,003015483130315;0,855694692736218;0,998892294170997;SEKER
33399;664,701;221,559942483789;192,089887926348;1,15341804233204;0,498328414857876;33752;206,215730618713;0,761491108071135;0,98954136051197;0,949927944078231;0,930744647732527;0,006633729826755;0,00307085798555;0,866285599282746;0,99918944002514;SEKER
33421;654,804;219,544082329979;194,025390342122;1,1315224360217;0,467930880223371;33691;206,283636831897;0,763385107354957;0,991985990323825;0,979504999423077;0,939600077773211;0,006569045879237;0,003158306208262;0,882848306151424;0,998962666014093;SEKER
